Nome Original,Nome Traduzido
"Fruit drink, 25% orange juice, commercial, added vitamin C","Bebida de fruta, 25% suco de laranja, comercial, adicionado vitamina C"
"Fruit drink, 35% orange juice, commercial, added vitamin C","Bebida de fruta, 35% suco de laranja, comercial, com vitamina C adicionada  "
"Fruit drink, orange juice, commercial","Bebida de fruta, suco de laranja, comercial  "
"Fruit drink, orange & mango juices, commercial","Bebida de fruta, sucos de laranja e manga, comercial  "
"Fruit drink, pineapple juice, commercial","Bebida de fruta, suco de abacaxi, comercial  "
"Fruit drink, tropical style, commercial","Bebida de fruta, estilo tropical, comercial"
"Juice, infant, apple or pear, commercial","Suco, infantil, maçã ou pera, comercial  "
"Juice, infant, orange or tropical, commercial","Suco, infantil, laranja ou tropical, comercial  "
"Juice, aloe vera, commercial","Suco, aloe vera, comercial  "
"Juice, apple, commercial, added vitamin C","Suco, maçã, comercial, com vitamina C adicionada  "
"Juice, apple, commercial, no added vitamin C","Suco, maçã, comercial, sem vitamina C adicionada"
"Juice, apple, commercial","Suco, maçã, comercial  "
"Juice, apple, commercial, added vitamins C, E & folate & fibre","Suco, maçã, comercial, vitaminas C, E & folato & fibra adicionadas  "
"Juice, apple, home squeezed","Suco, maçã, espremido em casa  "
"Juice, apple, sparkling, commercial, added vitamin C","Suco, maçã, espumante, comercial, vitamina C adicionada  "
"Juice, apple, sparkling, commercial, no added vitamin C","Suco, maçã, espumante, comercial, sem vitamina C adicionada"
"Juice, apple, sparkling, commercial","Suco, maçã, espumante, comercial  "
"Juice, apple & berries, home squeezed","Suco, maçã & frutas vermelhas, espremido em casa  "
"Juice, apple & blackcurrant, commercial","Suco, maçã & groselha negra, comercial  "
"Juice, apple & forest fruits, commercial","Suco, maçã & frutas da floresta, comercial  "
"Juice, apple & mango, commercial","Suco, maçã & manga, comercial"
"Juice, carrot, commercial","Suco, cenoura, comercial  "
"Juice, carrot, home squeezed","Suco, cenoura, espremido em casa  "
"Juice, celery, commercial","Suco, aipo, comercial  "
"Juice, fruit blend, 70% apple juice & 30% orange, grape & other juices, commercial, added vitamins A, C & folate","Suco, mistura de frutas, 70% suco de maçã & 30% sucos de laranja, uva & outros, comercial, vitaminas A, C & folato adicionadas  "
"Juice, fruit blend, 60% orange juice & 40% apple & pineapple juices, commercial, added Ca & vitamin C","Suco, mistura de frutas, 60% suco de laranja & 40% sucos de maçã & abacaxi, comercial, Ca & vitamina C adicionados"
"Juice, fruit blend, 60% orange juice & 40% apple & pineapple juices, commercial, added vitamin C & folate","Suco, mistura de frutas, 60% suco de laranja e 40% sucos de maçã e abacaxi, comercial, adicionado vitamina C e folato  "
"Juice, fruit blend, 60% orange juice & 40% apple & pineapple juices, commercial, added fibre & vitamin C","Suco, mistura de frutas, 60% suco de laranja e 40% sucos de maçã e abacaxi, comercial, adicionado fibra e vitamina C  "
"Juice, fruit blend, 60% orange juice, 20% apple juice & other juices, commercial, added vitamins A, C & E","Suco, mistura de frutas, 60% suco de laranja, 20% suco de maçã e outros sucos, comercial, adicionado vitaminas A, C e E  "
"Juice, fruit blend, 45% orange juice & 55% apple, pineapple & other juices, commercial","Suco, mistura de frutas, 45% suco de laranja e 55% suco de maçã, abacaxi e outros sucos, comercial  "
"Juice, fruit blend, with added vitamin A & C & herbal extracts","Suco, mistura de frutas, com adição de vitamina A e C e extratos de ervas"
"Juice, fruit blend, breakfast, commercial, not further defined","Suco, mistura de frutas, café da manhã, comercial, não definido"
"Juice, fruit blend, home squeezed","Suco, mistura de frutas, espremido em casa"
"Juice, fruit & vegetable blend, apple, berries, beetroot & carrot, commercial","Suco, mistura de frutas e vegetais, maçã, frutas vermelhas, beterraba e cenoura, comercial"
"Juice, fruit & vegetable blend, apple, carrot, mango, orange, pineapple & passionfruit, commercial, added fibre & vitamin C","Suco, mistura de frutas e vegetais, maçã, cenoura, manga, laranja, abacaxi e maracujá, comercial, fibra adicionada e vitamina C"
"Juice, fruit & vegetable blend, home squeezed, not further defined","Suco, mistura de frutas e vegetais, espremido em casa, não definido"
"Juice, goji, commercial","Suco, goji, comercial  "
"Juice, grape, commercial","Suco, uva, comercial  "
"Juice, grape, sparkling, white, non-alcoholic, commercial","Suco, uva, espumante, branco, não-alcoólico, comercial  "
"Juice, grape, commercial, concentrate","Suco, uva, comercial, concentrado  "
"Juice, grapefruit, commercial","Suco, grapefruit, comercial"
"Juice, lemon, commercial","Suco, limão, comercial  "
"Juice, lemon, home squeezed","Suco, limão, espremido em casa  "
"Juice, lime, commercial or home squeezed","Suco, limão, comercial ou espremido em casa  "
"Juice, orange, commercial, fresh, no added vitamin C","Suco, laranja, comercial, fresco, sem adição de vitamina C  "
"Juice, orange, commercial, fresh, added vitamin C","Suco, laranja, comercial, fresco, com adição de vitamina C"
"Juice, orange, commercial, shelf stable, added vitamin C","Suco, laranja, comercial, estável na prateleira, vitamina C adicionada  "
"Juice, orange, commercial, sweetened, added vitamin C","Suco, laranja, comercial, adoçado, vitamina C adicionada  "
"Juice, orange, commercial","Suco, laranja, comercial  "
"Juice, orange, commercial, added Ca & vitamins A, C & folate","Suco, laranja, comercial, cálcio e vitaminas A, C e folato adicionados  "
"Juice, orange, commercial, concentrate only","Suco, laranja, comercial, apenas concentrado"
"Juice, orange, home squeezed","Suco, laranja, espremido em casa  "
"Juice, orange & mango, commercial","Suco, laranja e manga, comercial  "
"Juice, pear, commercial","Suco, pera, comercial  "
"Juice, pineapple, commercial, unsweetened","Suco, abacaxi, comercial, sem açúcar  "
"Juice, pineapple, commercial, sweetened","Suco, abacaxi, comercial, adoçado"
"Juice, pineapple, commercial","Suco, abacaxi, comercial  "
"Juice, pomegranate, commercial","Suco, romã, comercial  "
"Juice, prune, commercial","Suco, ameixa, comercial  "
"Juice, tomato, commercial, added salt","Suco, tomate, comercial, com sal adicionado  "
"Juice, tomato, commercial, sweetened, added salt","Suco, tomate, comercial, adoçado, com sal adicionado"
"Juice, tomato, commercial","Suco, tomate, comercial  "
"Juice, tropical, commercial","Suco, tropical, comercial  "
"Juice, vegetable blend, tomato, carrot, celery & parsley, commercial","Suco, mistura de vegetais, tomate, cenoura, aipo & salsa, comercial  "
"Juice, vegetable blend, home squeezed","Suco, mistura de vegetais, espremido em casa  "
"Juice, wheatgrass, commercial","Suco, grama de trigo, comercial"
"Juice, fruit, commercial, not further defined","Suco, fruta, comercial, não definido"
"Juice, fruit, commercial, not further defined","Suco, fruta, comercial, não definido"
"Juice, vegetable, commercial, not further defined","Suco, vegetal, comercial, não definido"
"Juice, commercial, not further defined","Suco, comercial, não definido"
"Mineral water, natural, plain or unflavoured","Água mineral, natural, sem sabor ou sem aromatizante"
"Mineral water, citrus flavoured, regular","Água mineral, sabor cítrico, regular  "
"Mineral water, non-citrus flavoured, regular","Água mineral, sabor não cítrico, regular  "
"Mineral water, flavoured, intense sweetened or diet","Água mineral, saborizada, adoçada intensa ou diet  "
"Soft drink, cola flavour, regular","Refrigerante, sabor cola, regular  "
"Soft drink, cola flavour, regular, with ice","Refrigerante, sabor cola, regular, com gelo"
"Soft drink, cola flavour, regular, decaffeinated","Refrigerante, sabor cola, regular, descafeinado  "
"Soft drink, cola flavour, intense sweetened or diet","Refrigerante, sabor cola, adoçado intenso ou diet  "
"Soft drink, cola flavour, intense sweetened or diet, with added ice","Refrigerante, sabor cola, adoçado intenso ou diet, com gelo adicionado  "
"Soft drink, cola flavour, intense sweetened or diet, decaffeinated","Refrigerante, sabor cola, adoçado intenso ou diet, descafeinado  "
"Soft drink, creaming soda, regular","Refrigerante, soda cremoso, regular"
"Soft drink, creaming soda, intense sweetened or diet","Refrigerante, soda cremoso, adoçado intenso ou diet  "
"Soft drink, dry ginger ale or ginger beer, regular","Refrigerante, gengibre seco ou cerveja de gengibre, regular  "
"Soft drink, dry ginger ale or ginger beer, intense sweetened or diet","Refrigerante, gengibre seco ou cerveja de gengibre, adoçado intenso ou diet  "
"Soft drink, energy drink, Hype","Refrigerante, bebida energética, Hype  "
"Soft drink, energy drink, Monster","Refrigerante, bebida energética, Monster"
"Soft drink, energy drink, Mother","Refrigerante, bebida energética, Mother  "
"Soft drink, energy drink, Red Bull","Refrigerante, bebida energética, Red Bull  "
"Soft drink, energy drink, Red Eye","Refrigerante, bebida energética, Red Eye  "
"Soft drink, energy drink, Rockstar","Refrigerante, bebida energética, Rockstar  "
"Soft drink, energy drink, V","Refrigerante, bebida energética, V"
"Soft drink, energy drink, not further defined","Refrigerante, bebida energética, não definido  "
"Soft drink, energy drink, intense sweetened, Red Bull","Refrigerante, bebida energética, adoçado intenso, Red Bull  "
"Soft drink, energy drink, intense sweetened, V","Refrigerante, bebida energética, adoçado intenso, V  "
"Soft drink, energy drink, intense sweetened, XS sugar-free","Refrigerante, bebida energética, adoçado intenso, XS sem açúcar  "
"Soft drink, grass jelly, all flavours","Refrigerante, gelatina de grama, todos os sabores"
"Soft drink, lemon flavour, regular","Refrigerante, sabor limão, regular  "
"Soft drink, lemon flavour, intense sweetened or diet","Refrigerante, sabor limão, adoçado intenso ou diet  "
"Soft drink, lemon, lime & bitters, regular","Refrigerante, limão, limão & bitters, regular  "
"Soft drink, lemonade, regular","Refrigerante, limonada, regular  "
"Soft drink, lemonade, regular, with added ice","Refrigerante, limonada, regular, com gelo adicionado"
"Soft drink, lemonade, intense sweetened or diet","Refrigerante, limonada, adoçado intenso ou diet  "
"Soft drink, lime flavour, regular","Refrigerante, sabor limão, regular  "
"Soft drink, orange flavour, regular","Refrigerante, sabor laranja, regular  "
"Soft drink, orange flavour, regular, with added ice","Refrigerante, sabor laranja, regular, com gelo adicionado  "
"Soft drink, orange flavour, intense sweetened or diet","Refrigerante, sabor laranja, adoçado intenso ou diet"
"Soft drink, other fruit flavours, intense sweetened or diet","Refrigerante, outros sabores de frutas, adoçado intenso ou diet  "
"Soft drink, passionfruit flavour, regular","Refrigerante, sabor maracujá, regular  "
"Soft drink, passionfruit flavour, intense sweetened or diet","Refrigerante, sabor maracujá, adoçado intenso ou diet  "
"Soft drink, raspberry flavour, regular","Refrigerante, sabor framboesa, regular  "
"Soft drink, raspberry flavour, intense sweetened or diet","Refrigerante, sabor framboesa, adoçado intenso ou diet"
"Soft drink, ready to drink, added glucose & vitamin C (Lucozade)","Refrigerante, pronto para beber, com glicose e vitamina C (Lucozade)  "
"Soft drink, sarsaparilla, regular","Refrigerante, sarsaparilla, regular  "
"Soft drink, tea flavour, regular","Refrigerante, sabor chá, regular  "
"Iced tea, homemade, unsweetened","Chá gelado, caseiro, sem açúcar  "
"Soft drink, tonic water, regular","Refrigerante, água tônica, regular"
"Soft drink, tonic water, intense sweetened or diet","Refrigerante, água tônica, adoçado intenso ou diet  "
"Soft drink, not further defined","Refrigerante, não definido  "
"Soft drink, not further defined","Refrigerante, não definido  "
"Soft drink, frozen, cola flavour, regular","Refrigerante, congelado, sabor cola, regular  "
"Soft drink, frozen, non-cola flavours, regular","Refrigerante, congelado, sabores não cola, regular"
"Soft drink, frozen, regular, not further defined","Refrigerante, congelado, regular, não definido"
"Sports drink, dry powder, all flavours","Bebida esportiva, pó seco, todos os sabores"
"Sports drink, prepared from dry powder, weaker than standard dilution, all flavours","Bebida esportiva, preparada a partir de pó seco, mais fraca que a diluição padrão, todos os sabores"
"Sports drink, ready to drink, all flavours","Bebida esportiva, pronta para beber, todos os sabores"
